HTR	start	end	gene	Identifying_annotation	SRG_type
IBT15449:HTR14	520694	521483	g5570.t1	ENOG503P5Q6	CRG
IBT15450:HTR56	1310885	1313640	g55804.t1	ENOG503NY7U	PLP
IBT13549:HTR54	91674	93299	g56147.t1	ENOG503P5Q6	CRG
IBT13549:HTR4	334702	337803	g56445.t1	ENOG503NY7U	PLP
IBT13549:HTR4	468373	471473	g56500.t1	ENOG503NY7U	PLP
IBT15452:HTR111	17810	20911	g56869.t1	ENOG503NY7U	PLP
IBT15452:HTR111	121168	122253	g56911.t1	ENOG503P5Q6	CRG
IBT15452:HTR111	125184	126002	g56914.t1	ENOG503P5Q6	CRG
IBT15452:HTR111	180235	183333	g56933.t1	ENOG503NY7U	PLP
IBT15449:HTR44	16493	19594	g57122.t1	ENOG503NY7U	PLP
IBT15449:HTR14	979865	980995	g5729.t1	ENOG503NY7U	PLP
IBT15451:HTR103	418905	419987	g57533.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	422888	423676	g57536.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	882061	883191	g57696.t1	ENOG503NY7U	PLP
IBT15451:HTR103	1179825	1180640	g57799.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	1183598	1184680	g57802.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	1987930	1988744	g58095.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	1991704	1992786	g58098.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	2318087	2321299	g58212.t1	ENOG503NY7U	PLP
IBT15451:HTR103	2336583	2339684	g58217.t1	ENOG503NY7U	PLP
IBT15451:HTR103	2424934	2426016	g58255.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	2428977	2429792	g58258.t1	ENOG503P5Q6	CRG
IBT15449:HTR14	1277674	1278489	g5829.t1	ENOG503P5Q6	CRG
IBT15449:HTR14	1281449	1282531	g5832.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	2605079	2607201	g58328.t1	ENOG503NY7U	PLP
IBT15451:HTR103	3101994	3103076	g58528.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	3106035	3106853	g58531.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	3969813	3970895	g58837.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	3973955	3974899	g58839.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	4017520	4018464	g58854.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	4021524	4022606	g58856.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	4309595	4312694	g58957.t1	ENOG503NY7U	PLP
IBT15451:HTR103	4483670	4484755	g59026.t1	ENOG503P5Q6	CRG
IBT15451:HTR103	4487691	4488512	g59029.t1	ENOG503P5Q6	CRG
IBT15449:HTR14	2094911	2095726	g6131.t1	ENOG503P5Q6	CRG
IBT15449:HTR14	2098686	2099768	g6134.t1	ENOG503P5Q6	CRG
IBT15449:HTR14	2430842	2434054	g6253.t1	ENOG503NY7U	PLP
IBT15449:HTR14	2449339	2452439	g6258.t1	ENOG503NY7U	PLP
IBT13549:HTR30	153403	156604	g6580.t1	ENOG503NY7U	PLP
IBT15450:HTR81	177126	177944	g6735.t1	ENOG503P5Q6	CRG
IBT15450:HTR81	180892	181968	g6738.t1	ENOG503P5Q6	CRG
IBT15452:HTR12	169159	170235	g6937.t1	ENOG503P5Q6	CRG
IBT15452:HTR12	173179	173997	g6940.t1	ENOG503P5Q6	CRG
IBT15452:HTR12	310558	313658	g7001.t1	ENOG503NY7U	PLP
IBT31339:HTR93	289594	299139	g7137.t1	PF20255	DUF6066
IBT31339:HTR93	490555	493595	g7186.t1	ENOG503NY7U	PLP
IBT31339:HTR93	646797	649836	g7226.t1	ENOG503NY7U	PLP
IBT15452:HTR28	181536	184732	g7495.t1	ENOG503NY7U	PLP
IBT15449:HTR68	238230	239048	g7851.t1	ENOG503P5Q6	CRG
IBT15449:HTR68	241996	243072	g7854.t1	ENOG503P5Q6	CRG
IBT15450:HTR19	77317	80405	g8133.t1	ENOG503NY7U	PLP
IBT15450:HTR92	16862	19961	g8581.t1	ENOG503NY7U	PLP
IBT15450:HTR31	144395	147495	g8783.t1	ENOG503NY7U	PLP
IBT15451:HTR47	60506	69925	g8831.t1	PF20255	DUF6066
IBT15451:HTR47	216663	219859	g8881.t1	ENOG503NY7U	PLP
IBT15449:HTR13	528115	530870	g9220.t1	ENOG503NY7U	PLP
IBT15449:HTR13	624720	625273	g9250.t1	PF20255	DUF6066
IBT15449:HTR97	7914	11015	g9698.t1	ENOG503NY7U	PLP
IBT15449:HTR97	111627	112712	g9740.t1	ENOG503P5Q6	CRG
IBT15449:HTR97	115635	116453	g9743.t1	ENOG503P5Q6	CRG
IBT15449:HTR97	169226	172325	g9763.t1	ENOG503NY7U	PLP
IBT31339:HTR8	79678	81177	NA	starfish	DUF3435
IBT31339:HTR23	37379	39709	NA	starfish	DUF3435
IBT31339:HTR46	55615	57631	NA	starfish	DUF3435
IBT31339:HTR49	92300	93000	NA	starfish	DUF3435
IBT31339:HTR68	182266	182508	NA	starfish	DUF3435
IBT31339:HTR84	54466	56592	NA	starfish	DUF3435
IBT13549:HTR4	947	4498	NA	starfish	DUF3435
IBT13549:HTR7	12554	13372	NA	starfish	DUF3435
IBT13549:HTR11	98665	101146	NA	starfish	DUF3435
IBT13549:HTR37	299669	299899	NA	starfish	DUF3435
IBT13549:HTR41	490668	493478	NA	starfish	DUF3435
IBT13549:HTR42	21486	22597	NA	starfish	DUF3435
IBT13549:HTR68	30140	31751	NA	starfish	DUF3435
IBT13549:HTR89	80208	82280	NA	starfish	DUF3435
IBT13549:HTR109	80089	81792	NA	starfish	DUF3435
IBT13549:HTR109	194483	194786	NA	starfish	DUF3435
IBT13549:HTR115	32658	33720	NA	starfish	DUF3435
IBT15449:HTR1	1440110	1440352	NA	starfish	DUF3435
IBT15449:HTR5	42031	42273	NA	starfish	DUF3435
IBT15449:HTR5	70893	71135	NA	starfish	DUF3435
IBT15449:HTR9	57473	59496	NA	starfish	DUF3435
IBT15449:HTR14	342019	344829	NA	starfish	DUF3435
IBT15449:HTR14	1096788	1097018	NA	starfish	DUF3435
IBT15449:HTR15	375906	376968	NA	starfish	DUF3435
IBT15449:HTR16	10526	11565	NA	starfish	DUF3435
IBT15449:HTR26	77621	80101	NA	starfish	DUF3435
IBT15449:HTR26	193674	193977	NA	starfish	DUF3435
IBT15449:HTR29	80199	81460	NA	starfish	DUF3435
IBT15449:HTR49	16018	16665	NA	starfish	DUF3435
IBT15449:HTR53	1366	4919	NA	starfish	DUF3435
IBT15449:HTR71	874850	875835	NA	starfish	DUF3435
IBT15449:HTR116	77930	80002	NA	starfish	DUF3435
IBT15450:HTR14	456291	459844	NA	starfish	DUF3435
IBT15450:HTR16	27070	27321	NA	starfish	DUF3435
IBT15450:HTR19	56649	58672	NA	starfish	DUF3435
IBT15450:HTR40	78239	80311	NA	starfish	DUF3435
IBT15450:HTR41	80139	81400	NA	starfish	DUF3435
IBT15450:HTR56	1968926	1969168	NA	starfish	DUF3435
IBT15450:HTR56	1997783	1998025	NA	starfish	DUF3435
IBT15450:HTR59	2446473	2446715	NA	starfish	DUF3435
IBT15450:HTR60	274069	276879	NA	starfish	DUF3435
IBT15450:HTR82	340887	341949	NA	starfish	DUF3435
IBT15450:HTR89	50330	50633	NA	starfish	DUF3435
IBT15450:HTR89	164209	166689	NA	starfish	DUF3435
IBT15450:HTR92	210028	211013	NA	starfish	DUF3435
IBT15451:HTR3	78138	80618	NA	starfish	DUF3435
IBT15451:HTR3	194197	194500	NA	starfish	DUF3435
IBT15451:HTR10	36838	37900	NA	starfish	DUF3435
IBT15451:HTR11	73908	75169	NA	starfish	DUF3435
IBT15451:HTR42	61874	62859	NA	starfish	DUF3435
IBT15451:HTR47	456130	459682	NA	starfish	DUF3435
IBT15451:HTR49	26890	27141	NA	starfish	DUF3435
IBT15451:HTR52	57438	59461	NA	starfish	DUF3435
IBT15451:HTR93	36931	37173	NA	starfish	DUF3435
IBT15451:HTR93	65786	66028	NA	starfish	DUF3435
IBT15451:HTR94	71833	73905	NA	starfish	DUF3435
IBT15451:HTR103	249994	252804	NA	starfish	DUF3435
IBT15451:HTR103	998969	999199	NA	starfish	DUF3435
IBT15452:HTR1	191330	194140	NA	starfish	DUF3435
IBT15452:HTR1	959590	959820	NA	starfish	DUF3435
IBT15452:HTR13	512988	513230	NA	starfish	DUF3435
IBT15452:HTR15	79798	81501	NA	starfish	DUF3435
IBT15452:HTR15	194200	194503	NA	starfish	DUF3435
IBT15452:HTR17	667511	668158	NA	starfish	DUF3435
IBT15452:HTR22	121165	122204	NA	starfish	DUF3435
IBT15452:HTR23	32846	33908	NA	starfish	DUF3435
IBT15452:HTR24	18610	21090	NA	starfish	DUF3435
IBT15452:HTR38	79828	82373	NA	starfish	DUF3435
IBT15452:HTR73	54604	56627	NA	starfish	DUF3435
IBT15452:HTR78	27093	27344	NA	starfish	DUF3435
IBT15452:HTR81	56634	58657	NA	starfish	DUF3435
IBT15452:HTR88	152580	156131	NA	starfish	DUF3435
IBT18980:HTR1	21456	22567	NA	starfish	DUF3435
IBT18980:HTR17	30326	31937	NA	starfish	DUF3435
IBT18980:HTR32	289612	289842	NA	starfish	DUF3435
IBT18980:HTR34	487424	490975	NA	starfish	DUF3435
IBT18980:HTR38	472527	475337	NA	starfish	DUF3435
IBT18980:HTR51	80694	82766	NA	starfish	DUF3435
IBT18980:HTR96	27353	27604	NA	starfish	DUF3435
IBT18980:HTR102	9727	12207	NA	starfish	DUF3435
IBT18980:HTR106	70303	71008	NA	starfish	DUF3435
IBT18980:HTR112	326640	327702	NA	starfish	DUF3435
IBT18980:HTR118	50211	50514	NA	starfish	DUF3435
IBT18980:HTR118	163193	164896	NA	starfish	DUF3435
IBT19259:HTR4	51470	51752	NA	starfish	DUF3435
IBT19259:HTR13	118623	120389	NA	starfish	DUF3435
IBT19259:HTR19	311461	312476	NA	starfish	DUF3435
IBT19259:HTR26	13595	14534	NA	starfish	DUF3435
IBT19259:HTR32	255728	257703	NA	starfish	DUF3435
IBT19259:HTR42	45283	45627	NA	starfish	DUF3435
IBT19259:HTR54	77279	78845	NA	starfish	DUF3435
IBT19259:HTR60	83488	85843	NA	starfish	DUF3435
IBT19259:HTR63	6604	6981	NA	starfish	DUF3435
IBT19259:HTR107	127535	129284	NA	starfish	DUF3435
IBT19259:HTR107	339663	340786	NA	starfish	DUF3435
IBT19259:HTR107	410727	412220	NA	starfish	DUF3435
ATCC48735:HTR8	65537	67074	NA	starfish	DUF3435
ATCC48735:HTR24	41511	41759	NA	starfish	DUF3435
ATCC48735:HTR25	81745	83753	NA	starfish	DUF3435
ATCC48735:HTR25	218252	219417	NA	starfish	DUF3435
ATCC48735:HTR63	28957	31090	NA	starfish	DUF3435
ATCC48735:HTR63	33407	34626	NA	starfish	DUF3435
ATCC48735:HTR74	6325	8423	NA	starfish	DUF3435
ATCC48735:HTR76	35967	36558	NA	starfish	DUF3435
ATCC48735:HTR84	30470	30721	NA	starfish	DUF3435
ATCC48735:HTR97	47122	48292	NA	starfish	DUF3435
CBS134186:HTR8	20428	21593	NA	starfish	DUF3435
CBS134186:HTR8	156091	158099	NA	starfish	DUF3435
CBS134186:HTR9	87083	87331	NA	starfish	DUF3435
CBS134186:HTR26	65358	66895	NA	starfish	DUF3435
CBS134186:HTR63	28150	30283	NA	starfish	DUF3435
CBS134186:HTR63	32600	33819	NA	starfish	DUF3435
CBS134186:HTR71	6687	8785	NA	starfish	DUF3435
CBS134186:HTR73	35329	35920	NA	starfish	DUF3435
CBS134186:HTR100	46909	48079	NA	starfish	DUF3435
IBT17219:HTR10	64248	65462	g20082.t1	IPR001005,IPR009057	MYB/SANT
IBT17219:HTR10	245770	248098	g20154.t1	IPR022198	DUF3723
IBT17219:HTR10	571465	572994	g20287.t1	IPR022198	DUF3723
IBT17219:HTR10	573034	573795	g20288.t1	IPR022198	DUF3723
IBT17219:HTR10	707106	709436	g20337.t1	IPR022198	DUF3723
IBT17219:HTR10	790096	791317	g20366.t1	IPR021842	DUF3435
IBT17219:HTR11	19783	20424	g4699.t1	IPR013087,IPR021842,IPR036236	DUF3435
IBT17219:HTR11	20482	20989	g4700.t1	IPR021842	DUF3435
IBT17219:HTR11	21017	22315	g4701.t1	IPR021842	DUF3435
IBT17219:HTR25	87383	89491	g19891.t1	IPR022198	DUF3723
IBT17219:HTR25	180903	183646	g19912.t1	IPR013087,IPR021842	DUF3435
IBT17219:HTR25	461714	463102	g20040.t1	IPR022198	DUF3723
IBT17219:HTR3	45008	47747	g23144.t1	IPR013087,IPR021842	DUF3435
IBT17219:HTR3	234553	236883	g23226.t1	IPR022198	DUF3723
IBT17219:HTR3	373194	375524	g23287.t1	IPR022198	DUF3723
IBT17219:HTR3	490835	492549	g23340.t1	IPR022198	DUF3723
IBT17219:HTR3	675810	678141	g23425.t1	IPR022198	DUF3723
IBT17219:HTR3	857511	859840	g23490.t1	IPR022198	DUF3723
IBT17219:HTR3	1357870	1360201	g23694.t1	IPR022198	DUF3723
IBT17219:HTR47	30950	32598	g16371.t1	IPR022198	DUF3723
IBT17219:HTR5	75256	77865	g17012.t1	IPR022198	DUF3723
IBT17219:HTR5	93967	96630	g17017.t1	IPR021842	DUF3435
IBT17219:HTR51	15207	17707	g9176.t1	IPR013087,IPR021842	DUF3435
IBT17219:HTR51	38542	41015	g9186.t1	IPR022198	DUF3723
IBT17219:HTR60	1240	1773	g7731.t1	IPR022198	DUF3723
IBT17219:HTR60	87655	89030	g7769.t1	IPR001005	MYB/SANT
IBT17219:HTR60	363231	365561	g7888.t1	IPR022198	DUF3723
IBT17219:HTR60	471655	473985	g7932.t1	IPR022198	DUF3723
IBT17219:HTR60	687455	690200	g8018.t1	IPR013087,IPR021842	DUF3435
IBT17219:HTR60	691789	694298	g8019.t1	IPR013087,IPR021842	DUF3435
IBT17219:HTR60	941636	943966	g8079.t1	IPR022198	DUF3723
IBT17219:HTR61	325	3079	g778.t1	IPR021842	DUF3435
IBT17219:HTR61	23273	25793	g787.t1	IPR022198	DUF3723
IBT17660:HTR15	30597	33533	g23996.t1	IPR001005	MYB/SANT
IBT17660:HTR15	71249	73920	g24003.t1	IPR011010,IPR013087,IPR013762,IPR021842	DUF3435
IBT17660:HTR48	128723	131196	g23807.t1	IPR013087,IPR021842	DUF3435
IBT17660:HTR51	27337	28551	g1112.t1	IPR001005,IPR009057	MYB/SANT
IBT17660:HTR51	279913	283553	g1201.t1	IPR021842	DUF3435
IBT17660:HTR51	533162	535360	g1307.t1	IPR022198	DUF3723
IBT17660:HTR51	788195	789724	g1406.t1	IPR022198	DUF3723
IBT17660:HTR51	863922	865804	g1445.t1	IPR021842	DUF3435
IBT17660:HTR51	1045425	1048168	g1515.t1	IPR013087,IPR021842	DUF3435
IBT17660:HTR60	1268	4908	g2371.t1	IPR021842	DUF3435
IBT17660:HTR60	87880	92334	g2399.t1	IPR022198	DUF3723
IBT17660:HTR60	178712	180540	g2434.t1	IPR022198	DUF3723
IBT17660:HTR60	190593	191256	g2437.t1	IPR001005,IPR009057	MYB/SANT
IBT17660:HTR67	105679	106494	g5339.t1	IPR001005,IPR009057	MYB/SANT
IBT17660:HTR75	73086	76712	g9870.t1	IPR021842	DUF3435
IBT17660:HTR82	205347	207846	g22637.t1	IPR022198	DUF3723
IBT19737:HTR1	76362	78705	g22900.t1	IPR022198	DUF3723
IBT19737:HTR16	24245	25070	g16905.t1	IPR022198	DUF3723
IBT19737:HTR16	25121	28345	g16906.t1	IPR022198	DUF3723
IBT19737:HTR16	52764	55126	g16915.t1	IPR021842	DUF3435
IBT19737:HTR2	3134	5641	g14813.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR2	40152	42321	g14825.t1	IPR001005,IPR009057	MYB/SANT
IBT19737:HTR20	78263	80593	g10476.t1	IPR022198	DUF3723
IBT19737:HTR20	301459	303789	g10565.t1	IPR022198	DUF3723
IBT19737:HTR20	352272	353987	g10586.t1	IPR001005,IPR009057	MYB/SANT
IBT19737:HTR20	618654	620874	g10694.t1	IPR021842	DUF3435
IBT19737:HTR20	621080	621961	g10695.t1	IPR022198	DUF3723
IBT19737:HTR20	670407	673817	g10719.t1	IPR022198	DUF3723
IBT19737:HTR20	869680	872420	g10806.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR20	876432	878583	g10807.t1	IPR001005,IPR009057	MYB/SANT
IBT19737:HTR20	1037532	1039935	g10870.t1	IPR021842	DUF3435
IBT19737:HTR20	1244475	1245503	g10955.t1	IPR022198	DUF3723
IBT19737:HTR20	1296343	1298065	g10972.t1	IPR001005,IPR009057	MYB/SANT
IBT19737:HTR20	1798347	1798862	g11169.t1	IPR022198	DUF3723
IBT19737:HTR20	1867553	1868768	g11196.t1	IPR001005,IPR009057	MYB/SANT
IBT19737:HTR26	23857	26389	g1649.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR27	70004	72406	g2282.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR33	59121	61523	g20824.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR34	1491	5013	g6395.t1	IPR021842	DUF3435
IBT19737:HTR36	82119	83012	g16037.t1	IPR022198	DUF3723
IBT19737:HTR36	83123	84448	g16038.t1	IPR022198	DUF3723
IBT19737:HTR36	363236	367179	g16149.t1	IPR021842	DUF3435
IBT19737:HTR45	1856	4257	g17261.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR45	87402	88309	g17304.t1	IPR022198	DUF3723
IBT19737:HTR45	88420	89744	g17305.t1	IPR022198	DUF3723
IBT19737:HTR46	2482	4286	g5355.t1	IPR022198	DUF3723
IBT19737:HTR46	165305	167984	g5418.t1	IPR021842	DUF3435
IBT19737:HTR5	83192	84104	g8778.t1	IPR022198	DUF3723
IBT19737:HTR5	86219	87413	g8780.t1	IPR021842	DUF3435
IBT19737:HTR5	87501	87877	g8781.t1	IPR021842	DUF3435
IBT19737:HTR52	3038	6559	g14597.t1	IPR021842	DUF3435
IBT19737:HTR53	162341	164495	g7216.t1	IPR001005	MYB/SANT
IBT19737:HTR53	164759	167102	g7217.t1	IPR022198	DUF3723
IBT19737:HTR54	112218	112757	g3217.t1	IPR021842	DUF3435
IBT19737:HTR59	81511	82437	g5197.t1	IPR021842	DUF3435
IBT19737:HTR59	93743	94486	g5202.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR59	94520	96250	g5203.t1	IPR021842	DUF3435
IBT19737:HTR66	87815	89059	g6055.t1	IPR021842	DUF3435
IBT19737:HTR66	89080	90749	g6056.t1	IPR021842	DUF3435
IBT19737:HTR66	107725	110232	g6060.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR66	128078	130819	g6062.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR66	198890	201220	g6097.t1	IPR022198	DUF3723
IBT19737:HTR66	293020	295350	g6145.t1	IPR022198	DUF3723
IBT19737:HTR66	557534	559858	g6264.t1	IPR022198	DUF3723
IBT19737:HTR66	630497	631872	g6298.t1	IPR001005	MYB/SANT
IBT19737:HTR73	661959	663212	g24262.t1	IPR001005,IPR009057	MYB/SANT
IBT19737:HTR73	800957	804754	g24307.t1	IPR022198	DUF3723
IBT19737:HTR73	817739	820686	g24313.t1	IPR021842	DUF3435
IBT19737:HTR74	19274	21790	g21029.t1	IPR013087,IPR021842	DUF3435
IBT19737:HTR74	37988	41291	g21036.t1	IPR022198	DUF3723
IBT19737:HTR74	45916	47103	g21039.t1	IPR001005	MYB/SANT
IBT27055:HTR15	1334	3736	g19644.t1	IPR013087,IPR021842	DUF3435
IBT27055:HTR15	156926	159270	g19709.t1	IPR022198	DUF3723
IBT27055:HTR15	271688	274363	g19764.t1	IPR021842	DUF3435
IBT27055:HTR15	294125	297349	g19770.t1	IPR022198	DUF3723
IBT27055:HTR15	297400	298225	g19771.t1	IPR022198	DUF3723
IBT27055:HTR16	26037	28704	g19084.t1	IPR021842	DUF3435
IBT27055:HTR20	24713	27086	g21989.t1	IPR022198	DUF3723
IBT27055:HTR20	178946	182461	g22052.t1	IPR021842	DUF3435
IBT27055:HTR28	1551	2738	g14828.t1	IPR001005	MYB/SANT
IBT27055:HTR28	41761	45065	g14845.t1	IPR022198	DUF3723
IBT27055:HTR28	55922	58456	g14850.t1	IPR013087,IPR021842	DUF3435
IBT27055:HTR33	80336	82666	g15046.t1	IPR022198	DUF3723
IBT27055:HTR33	361562	365077	g15158.t1	IPR021842	DUF3435
IBT27055:HTR44	10444	12452	g127.t1	IPR001005,IPR009057	MYB/SANT
IBT27055:HTR44	88967	89893	g157.t1	IPR021842	DUF3435
IBT27055:HTR44	101201	103708	g162.t1	IPR013087,IPR021842	DUF3435
IBT35668:HTR35	15239	17981	g12762.t1	IPR013087,IPR021842	DUF3435
IBT35668:HTR35	75305	76774	g12787.t1	IPR022198	DUF3723
IBT35668:HTR35	276626	277919	g12870.t1	IPR001005,IPR009057	MYB/SANT
IBT35668:HTR35	548401	550731	g12992.t1	IPR022198	DUF3723
IBT35668:HTR35	675483	677813	g13046.t1	IPR022198	DUF3723
IBT35668:HTR35	770565	772543	g13092.t1	IPR022198	DUF3723
IBT35668:HTR35	1095637	1097967	g13206.t1	IPR022198	DUF3723
IBT35668:HTR35	1131873	1134202	g13224.t1	IPR022198	DUF3723
IBT35668:HTR35	1883199	1883741	g13512.t1	IPR021842	DUF3435
IBT35668:HTR35	1948919	1950179	g13535.t1	IPR001005,IPR009057	MYB/SANT
IBT35668:HTR35	1967697	1969707	g13544.t1	IPR001005,IPR009057	MYB/SANT
IBT35668:HTR35	1987959	1990021	g13553.t1	IPR022198	DUF3723
IBT35668:HTR35	2206680	2208053	g13651.t1	IPR001005	MYB/SANT
IBT35668:HTR35	2323131	2324345	g13695.t1	IPR001005,IPR009057	MYB/SANT
IBT35668:HTR39	38385	38924	g5677.t1	IPR021842	DUF3435
IBT35668:HTR50	25326	25859	g6556.t1	IPR021842	DUF3435
IBT35668:HTR50	25944	26789	g6557.t1	IPR013087,IPR021842	DUF3435
IBT35668:HTR61	1597	5242	g2052.t1	IPR021842	DUF3435
IBT35668:HTR61	131268	133612	g2102.t1	IPR022198	DUF3723
IBT35670:HTR2	52695	55306	g9325.t1	IPR021842	DUF3435
IBT35670:HTR25	25046	27254	g18249.t1	IPR021842	DUF3435
IBT35670:HTR25	84247	86576	g18276.t1	IPR022198	DUF3723
IBT35670:HTR25	291565	292859	g18353.t1	IPR001005,IPR009057	MYB/SANT
IBT35670:HTR25	718139	720469	g18532.t1	IPR022198	DUF3723
IBT35670:HTR25	1066951	1069281	g18670.t1	IPR022198	DUF3723
IBT35670:HTR38	231681	232940	g12187.t1	IPR001005,IPR009057	MYB/SANT
IBT35670:HTR38	250458	252468	g12197.t1	IPR001005,IPR009057	MYB/SANT
IBT35670:HTR38	270693	272755	g12205.t1	IPR022198	DUF3723
IBT35670:HTR38	454951	455493	g12290.t1	IPR021842	DUF3435
IBT35670:HTR38	1226710	1229076	g12577.t1	IPR022198	DUF3723
IBT35670:HTR40	22182	23396	g17620.t1	IPR001005,IPR009057	MYB/SANT
IBT35670:HTR40	115751	117279	g17663.t1	IPR022198	DUF3723
IBT35670:HTR40	353352	354821	g17764.t1	IPR022198	DUF3723
IBT35670:HTR40	436706	438428	g17803.t1	IPR001005,IPR009057	MYB/SANT
IBT35670:HTR40	489216	491546	g17830.t1	IPR022198	DUF3723
IBT35670:HTR40	540024	541739	g17851.t1	IPR001005,IPR009057	MYB/SANT
IBT35670:HTR40	711494	713824	g17915.t1	IPR022198	DUF3723
IBT35670:HTR40	810524	812889	g17961.t1	IPR022198	DUF3723
IBT35670:HTR60	13511	16255	g3013.t1	IPR013087,IPR021842	DUF3435
IBT35670:HTR60	52299	52943	g3030.t1	IPR022198	DUF3723
IBT35670:HTR60	79526	81892	g3047.t1	IPR022198	DUF3723
IBT35670:HTR9	95758	98088	g13934.t1	IPR022198	DUF3723
IBT35670:HTR9	192958	194333	g13975.t1	IPR001005	MYB/SANT
IBT35670:HTR9	380027	382357	g14056.t1	IPR022198	DUF3723
IBT35670:HTR9	533967	536187	g14122.t1	IPR021842	DUF3435
IBT35670:HTR9	536393	537274	g14123.t1	IPR022198	DUF3723
IBT35670:HTR9	585718	589128	g14146.t1	IPR022198	DUF3723
IBT35670:HTR9	785570	787971	g14230.t1	IPR021842	DUF3435
NCPC10086:HTR1	62195	63511	g22531.t1	IPR022198	DUF3723
NCPC10086:HTR13	12604	14934	g7674.t1	IPR022198	DUF3723
NCPC10086:HTR13	149506	151672	g7730.t1	IPR001005,IPR009057	MYB/SANT
NCPC10086:HTR14	100662	103169	g15644.t1	IPR013087,IPR021842	DUF3435
NCPC10086:HTR17	152772	153313	g19539.t1	IPR001005	MYB/SANT
NCPC10086:HTR18	72906	75250	g14907.t1	IPR022198	DUF3723
NCPC10086:HTR18	159101	161503	g14947.t1	IPR013087,IPR021842	DUF3435
NCPC10086:HTR49	64943	65587	g8647.t1	IPR022198	DUF3723
NCPC10086:HTR49	119551	121706	g8669.t1	IPR013087,IPR021842	DUF3435
NCPC10086:HTR61	3946	6690	g17396.t1	IPR013087,IPR021842	DUF3435
NCPC10086:HTR64	75281	77956	g9681.t1	IPR021842	DUF3435
NCPC10086:HTR64	102320	105544	g9690.t1	IPR022198	DUF3723
NCPC10086:HTR64	105595	106420	g9691.t1	IPR022198	DUF3723
NCPC10086:HTR68	47567	50074	g4568.t1	IPR013087,IPR021842	DUF3435
NCPC10086:HTR68	61802	62728	g4574.t1	IPR021842	DUF3435
PN016:HTR10	59114	61443	g11299.t1	IPR022198	DUF3723
PN016:HTR12	11103	13433	g20686.t1	IPR022198	DUF3723
PN016:HTR14	12963	15478	g21073.t1	IPR013087,IPR021842	DUF3435
PN016:HTR15	120647	122361	g21698.t1	IPR001005	MYB/SANT
PN016:HTR18	52132	54462	g12608.t1	IPR022198	DUF3723
PN016:HTR19	5098	6812	g8545.t1	IPR001005	MYB/SANT
PN016:HTR20	304592	305803	g15433.t1	IPR001005,IPR009057	MYB/SANT
PN016:HTR21	1127	3881	g3085.t1	IPR021842	DUF3435
PN016:HTR21	26097	28617	g3094.t1	IPR022198	DUF3723
PN016:HTR34	1929	2440	g7587.t1	IPR022198	DUF3723
PN016:HTR35	4257	4894	g24479.t1	IPR022198	DUF3723
PN016:HTR35	5055	5354	g24480.t1	IPR022198	DUF3723
PN016:HTR38	62113	64620	g4803.t1	IPR013087,IPR021842	DUF3435
PN016:HTR54	16967	19710	g24938.t1	IPR013087,IPR021842	DUF3435
PN016:HTR55	4974	6688	g10078.t1	IPR001005	MYB/SANT
PN016:HTR55	86155	87531	g10107.t1	IPR001005	MYB/SANT
PN016:HTR55	135506	137835	g10129.t1	IPR022198	DUF3723
PN016:HTR55	214832	216214	g10164.t1	IPR001005	MYB/SANT
PN016:HTR55	259474	261803	g10179.t1	IPR022198	DUF3723
PN016:HTR55	300123	302866	g10202.t1	IPR013087,IPR021842	DUF3435
PN016:HTR55	384085	387606	g10233.t1	IPR021842	DUF3435
PN016:HTR55	544754	546327	g10297.t1	IPR022198	DUF3723
PN016:HTR59	11805	14351	g15514.t1	IPR013087,IPR021842	DUF3435
PN016:HTR68	69804	72547	g7345.t1	IPR013087,IPR021842	DUF3435
PN016:HTR69	203654	206161	g3329.t1	IPR013087,IPR021842	DUF3435
PN016:HTR69	225643	226887	g3333.t1	IPR021842	DUF3435
PN016:HTR69	226908	228577	g3334.t1	IPR021842	DUF3435
PN016:HTR7	189424	191764	g18834.t1	IPR022198	DUF3723
PN016:HTR7	334555	336954	g18891.t1	IPR013087,IPR021842	DUF3435
