SRG_type	domains	HTR	middle_position	HTR_full	HTR_size	shortest_distance	shortest_distance_relative_size
DUF3435	IPR021842	SMF134:HTR34	526560	Asojae.SMF134_CP035528:5337000-5932919	595919	69359	0.11639
DUF3435	IPR021842	SMF134:HTR34	532874	Asojae.SMF134_CP035528:5337000-5932919	595919	63045	0.105795
DUF3435	IPR021842	SMF134:HTR5	28708.5	Asojae.SMF134_CP035524:909000-981000	72000	28708.5	0.398729
DUF3723	IPR022198	SMF134:HTR9	210926	Asojae.SMF134_CP035524:3221000-3625239	404239	193313	0.478215
MYB/SANT	IPR001005,IPR009057	SMF134:HTR9	363808	Asojae.SMF134_CP035524:3221000-3625239	404239	40431	0.100018
DUF3435	IPR021842	SMF134:HTR9	388770	Asojae.SMF134_CP035524:3221000-3625239	404239	15469	0.038267
MYB/SANT	IPR001005,IPR009057,IPR013087	SU-16:HTR1	35086.5	Aoryzae.SU-16_chr1:0-52000	52000	16913.5	0.32526
DUF3723	IPR022198	SU-16:HTR14	72433	Aoryzae.SU-16_chr4:3293000-3424000	131000	58567	0.447076
DUF3435	IPR013087,IPR021842	SU-16:HTR14	88011.5	Aoryzae.SU-16_chr4:3293000-3424000	131000	42988.5	0.328156
MYB/SANT	IPR001005,IPR009057	SU-16:HTR19	4071	Aoryzae.SU-16_chr5:3911000-3944000	33000	4071	0.123364
DUF3435	IPR011010,IPR013087,IPR021842	SU-16:HTR2	10872.5	Aoryzae.SU-16_chr1:168000-300000	132000	10872.5	0.0823674
DUF3723	IPR022198	SU-16:HTR2	31121.5	Aoryzae.SU-16_chr1:168000-300000	132000	31121.5	0.235769
DUF3723	IPR022198	SU-16:HTR2	64044.5	Aoryzae.SU-16_chr1:168000-300000	132000	64044.5	0.485186
DUF3435	IPR021842	SU-16:HTR21	23084.5	Aoryzae.SU-16_chr6:3093000-3266000	173000	23084.5	0.133436
DUF3435	IPR021842	SU-16:HTR21	32591.5	Aoryzae.SU-16_chr6:3093000-3266000	173000	32591.5	0.18839
DUF3723	IPR022198	SU-16:HTR21	44514.5	Aoryzae.SU-16_chr6:3093000-3266000	173000	44514.5	0.257309
DUF3435	IPR021842	SU-16:HTR21	89663.5	Aoryzae.SU-16_chr6:3093000-3266000	173000	83336.5	0.481714
DUF3435	IPR013087,IPR021842	SU-16:HTR22	22455	Aoryzae.SU-16_chr6:3757000-3828000	71000	22455	0.316268
DUF3435	IPR011010,IPR013762,IPR021842	SU-16:HTR23	34325.5	Aoryzae.SU-16_chr6:4167000-4227878	60878	26552.5	0.436159
DUF3723	IPR022198	SU-16:HTR23	51299	Aoryzae.SU-16_chr6:4167000-4227878	60878	9579	0.157347
DUF3435	IPR021842	SU-16:HTR25	17486	Aoryzae.SU-16_chr7:2875000-2942181	67181	17486	0.260282
MYB/SANT	IPR001005	SU-16:HTR25	19299	Aoryzae.SU-16_chr7:2875000-2942181	67181	19299	0.287269
PLP	ENOG503NY7U	KSS2:HTR33	72188.5	Aoryzae.KSS2_chr8:4084000-4250372	166372	72188.5	0.433898
DUF6066	PF20255	KSS2:HTR4	209224	Aoryzae.KSS2_chr1:5690000-5968975	278975	69751	0.250026
PLP	ENOG503NY7U	RIB40:HTR15	68926	Aoryzae.RIB40_chr4:4535000-4674000	139000	68926	0.495871
PLP	ENOG503NY7U	CA14:HTR26	103304	Aflavus.CA14_chr7:0-178000	178000	74696	0.41964
PLP	ENOG503NY7U	AF13:HTR1	104131	Aflavus.AF13_chr1:607000-917000	310000	104131	0.335906
PLP	ENOG503NY7U	AF13:HTR1	165080	Aflavus.AF13_chr1:607000-917000	310000	144920	0.467484
PLP	ENOG503NY7U	NRRL3357-2:HTR19	90451.5	Aflavus.NRRL3357-2_chr4:3328000-3452000	124000	33548.5	0.270552
PLP	ENOG503NY7U	NRRL3357:HTR17	90000.5	Aflavus.NRRL3357_chr4:3177000-3301000	124000	33999.5	0.27419
PLP	ENOG503NY7U	RIB40:HTR31	113218	Aoryzae.RIB40_chr8:2521000-2778000	257000	113218	0.440537
PLP	ENOG503NY7U	RIB40:HTR31	171839	Aoryzae.RIB40_chr8:2521000-2778000	257000	85161	0.331366
PLP	ENOG503NY7U	SU-16:HTR14	57550	Aoryzae.SU-16_chr4:3293000-3424000	131000	57550	0.439313
PLP	ENOG503NY7U	BCC7051:HTR23	39936.5	Aoryzae.BCC7051_MKZY01000007:297000-425000	128000	39936.5	0.312004
PLP	ENOG503NY7U	RIB40:HTR24	38509.5	Aoryzae.RIB40_chr6:3823000-3933000	110000	38509.5	0.350086
DUF6066	PF20255	SMF134:HTR1	14165	Asojae.SMF134_CP035523:370000-404000	34000	14165	0.416618
DUF6066	PF20255	MRI410:HTR37	29877.5	Aparasiticus.MRI410_JAMRJN010000055:1765000-1801000	36000	6122.5	0.170069
PLP	ENOG503NY7U	SU-16:HTR21	59435.5	Aoryzae.SU-16_chr6:3093000-3266000	173000	59435.5	0.343558
PLP	ENOG503NY7U	BCC7051:HTR16	141391	Aoryzae.BCC7051_MKZY01000005:376000-605000	229000	87609	0.382572
PLP	ENOG503NY7U	KBP3:HTR4	98604	Aoryzae.KBP3_chr1:6427000-6628823	201823	98604	0.488567
PLP	ENOG503NY7U	KSS2:HTR18	32632	Aoryzae.KSS2_chr5:308000-370000	62000	29368	0.473677
PLP	ENOG503NY7U	BCC7051:HTR9	101061	Aoryzae.BCC7051_MKZY01000002:4501000-4705242	204242	101061	0.49481
PLP	ENOG503NY7U	KBP3:HTR16	130772	Aoryzae.KBP3_chr4:3398000-3611000	213000	82228	0.386047
PLP	ENOG503NY7U	SU-16:HTR2	57720	Aoryzae.SU-16_chr1:168000-300000	132000	57720	0.437273
PLP	ENOG503NY7U	KSS2:HTR31	79551	Aoryzae.KSS2_chr8:1629000-1825000	196000	79551	0.405872
PLP	ENOG503NY7U	CA14:HTR29	35001	Aflavus.CA14_chr8:222000-289000	67000	31999	0.477597
PLP	ENOG503NY7U	SMF134:HTR29	85124.5	Asojae.SMF134_CP035528:0-481000	481000	85124.5	0.176974
PLP	ENOG503NY7U	SMF134:HTR29	325557	Asojae.SMF134_CP035528:0-481000	481000	155443	0.323166
PLP	ENOG503NY7U	SMF134:HTR29	411842	Asojae.SMF134_CP035528:0-481000	481000	69158	0.14378
PLP	ENOG503NY7U	SMF134:HTR34	244019	Asojae.SMF134_CP035528:5337000-5932919	595919	244019	0.409484
PLP	ENOG503NY7U	SMF134:HTR34	320220	Asojae.SMF134_CP035528:5337000-5932919	595919	275699	0.462645
PLP	ENOG503NY7U	AF13:HTR24	22253.5	Aflavus.AF13_chr6:3335000-3384000	49000	22253.5	0.454153
PLP	ENOG503NY7U	SMF134:HTR9	314045	Asojae.SMF134_CP035524:3221000-3625239	404239	90194	0.22312
DUF6066	PF20255	SMF134:HTR17	6395	Asojae.SMF134_CP035526:699000-735000	36000	6395	0.177639
DUF6066	PF20255	KBP3:HTR28	458278	Aoryzae.KBP3_chr7:2883000-4314074	1431074	458278	0.320234
DUF6066	PF20255	KBP3:HTR28	568394	Aoryzae.KBP3_chr7:2883000-4314074	1431074	568394	0.39718
PLP	ENOG503NY7U	KBP3:HTR28	727536	Aoryzae.KBP3_chr7:2883000-4314074	1431074	703538	0.491615
PLP	ENOG503NY7U	KBP3:HTR28	773817	Aoryzae.KBP3_chr7:2883000-4314074	1431074	657257	0.459275
DUF6066	PF20255	KBP3:HTR28	1.3081e+06	Aoryzae.KBP3_chr7:2883000-4314074	1431074	122974	0.0859313
PLP	ENOG503NY7U	A5P1:HTR3	75875.5	Aflavus.A5P1_JARCHB010000001:722000-869000	147000	71124.5	0.48384
DUF3435	starfish	A5P1:HTR3	32922.5	Aflavus.A5P1_JARCHB010000001:722000-869000	147000	32922.5	0.223963
DUF3435	starfish	A5P1:HTR12	2845.5	Aflavus.A5P1_JARCHB010000004:3901000-3934000	33000	2845.5	0.0862273
DUF3435	starfish	A5P1:HTR19	56370.5	Aflavus.A5P1_JARCHB010000007:891000-950000	59000	2629.5	0.0445678
DUF3435	starfish	A5P1:HTR27	40242	Aflavus.A5P1_JARCHB010000010:419000-472000	53000	12758	0.240717
DUF3435	starfish	AF13:HTR12	1723	Aflavus.AF13_chr3:1630000-1688000	58000	1723	0.0297069
DUF3435	starfish	AF13:HTR23	75083	Aflavus.AF13_chr6:840000-955000	115000	39917	0.347104
DUF3435	starfish	CA14:HTR11	55458.5	Aflavus.CA14_chr3:4572000-4630000	58000	2541.5	0.043819
DUF3435	starfish	CA14:HTR18	31064.5	Aflavus.CA14_chr5:625000-659000	34000	2935.5	0.0863382
DUF3435	starfish	CA14:HTR23	13074	Aflavus.CA14_chr6:912000-965000	53000	13074	0.246679
DUF3435	starfish	CA14:HTR26	146126	Aflavus.CA14_chr7:0-178000	178000	31874	0.179067
DUF3435	starfish	NRRL3357-2:HTR13	2423	Aflavus.NRRL3357-2_chr3:1642000-1700000	58000	2423	0.0417759
DUF3435	starfish	NRRL3357-2:HTR26	39841	Aflavus.NRRL3357-2_chr6:3121000-3174000	53000	13159	0.248283
DUF3435	starfish	NRRL3357:HTR12	2350	Aflavus.NRRL3357_chr3:1641000-1699000	58000	2350	0.0405172
DUF3435	starfish	NRRL3357:HTR22	13087	Aflavus.NRRL3357_chr6:844000-897000	53000	13087	0.246925
DUF3435	starfish	BCC7051:HTR3	2744	Aoryzae.BCC7051_MKZY01000001:1566000-1625000	59000	2744	0.0465085
DUF3435	starfish	BCC7051:HTR29	30839.5	Aoryzae.BCC7051_MKZY01000009:639000-673000	34000	3160.5	0.0929559
DUF3435	starfish	KBP3:HTR9	1856	Aoryzae.KBP3_chr3:1567000-1625000	58000	1856	0.032
DUF3435	starfish	KBP3:HTR16	173666	Aoryzae.KBP3_chr4:3398000-3611000	213000	39334	0.184667
DUF3435	starfish	KBP3:HTR22	2528.5	Aoryzae.KBP3_chr5:3933000-3966000	33000	2528.5	0.0766212
DUF3435	starfish	KSS2:HTR12	1892	Aoryzae.KSS2_chr3:1641000-1700000	59000	1892	0.0320678
DUF3435	starfish	KSS2:HTR21	2754.5	Aoryzae.KSS2_chr5:4815000-4848000	33000	2754.5	0.0834697
DUF3435	starfish	RIB40:HTR8	2401	Aoryzae.RIB40_chr3:1591000-1650000	59000	2401	0.0406949
DUF3435	starfish	RIB40:HTR19	2421.5	Aoryzae.RIB40_chr5:3866000-3899000	33000	2421.5	0.0733788
DUF3435	starfish	RIB40:HTR20	13209	Aoryzae.RIB40_chr6:860000-913000	53000	13209	0.249226
DUF3435	starfish	SU-16:HTR8	2530	Aoryzae.SU-16_chr3:1513000-1571000	58000	2530	0.0436207
DUF3435	starfish	SU-16:HTR19	2746.5	Aoryzae.SU-16_chr5:3911000-3944000	33000	2746.5	0.0832273
DUF3435	starfish	MRI410:HTR2	71737.5	Aparasiticus.MRI410_JAMRJN010000008:327000-407572	80572	8834.5	0.109647
DUF3435	starfish	MRI410:HTR13	4442.5	Aparasiticus.MRI410_JAMRJN010000023:224000-270000	46000	4442.5	0.0965761
DUF3435	starfish	SMF134:HTR29	267184	Asojae.SMF134_CP035528:0-481000	481000	213816	0.444524
DUF3435	IPR021842	A1160:HTR13	27570.5	Afumigatus.A1160_CM044377:176000-295000	119000	27570.5	0.231685
DUF3723	IPR022198	A1160:HTR13	45042.5	Afumigatus.A1160_CM044377:176000-295000	119000	45042.5	0.378508
MYB/SANT	IPR001005	A1160:HTR13	76850	Afumigatus.A1160_CM044377:176000-295000	119000	42150	0.354202
DUF3723	IPR022198	A1160:HTR13	106313	Afumigatus.A1160_CM044377:176000-295000	119000	12687	0.106613
DUF3723	IPR022198	A1160:HTR14	92105	Afumigatus.A1160_CM044377:1199000-1339000	140000	47895	0.342107
DUF3435	IPR021842	A1160:HTR14	126967	Afumigatus.A1160_CM044377:1199000-1339000	140000	13033	0.0930929
DUF3723	IPR022198	A1160:HTR16	40187	Afumigatus.A1160_CM044377:3316000-3372000	56000	15813	0.282375
DUF3435	IPR013087,IPR021842	A1160:HTR16	53784	Afumigatus.A1160_CM044377:3316000-3372000	56000	2216	0.0395714
DUF3435	IPR021842	A1160:HTR17	4378	Afumigatus.A1160_CM044377:3556000-3848584	292584	4378	0.0149632
DUF3435	IPR021842	A1160:HTR19	152633	Afumigatus.A1160_CM044378:1710000-1884753	174753	22120	0.126579
DUF3435	IPR021842	A1160:HTR22	192108	Afumigatus.A1160_CM044379:1733000-1944132	211132	19024	0.0901048
DUF3435	IPR011010,IPR021842	A1160:HTR24	25859	Afumigatus.A1160_JAMZMV010000008:610000-758978	148978	25859	0.173576
MYB/SANT	IPR001005,IPR009057	A1160:HTR24	134730	Afumigatus.A1160_JAMZMV010000008:610000-758978	148978	14248	0.0956383
DUF3435	IPR021842	A1160:HTR4	1370.5	Afumigatus.A1160_CM044374:2952000-3033000	81000	1370.5	0.0169198
DUF3723	IPR022198	A1160:HTR4	4732.5	Afumigatus.A1160_CM044374:2952000-3033000	81000	4732.5	0.0584259
DUF3435	IPR013087,IPR021842	A1160:HTR4	57749	Afumigatus.A1160_CM044374:2952000-3033000	81000	23251	0.287049
MYB/SANT	IPR001005,IPR009057	A1160:HTR4	69025.5	Afumigatus.A1160_CM044374:2952000-3033000	81000	11974.5	0.147833
DUF3435	IPR021842	A1160:HTR5	49382	Afumigatus.A1160_CM044374:3064000-3140000	76000	26618	0.350237
DUF3435	IPR021842	A1160:HTR8	4844	Afumigatus.A1160_CM044375:2932000-3002000	70000	4844	0.0692
DUF3723	IPR022198	A1160:HTR8	27974	Afumigatus.A1160_CM044375:2932000-3002000	70000	27974	0.399629
DUF3435	IPR021842	A1160:HTR8	46873.5	Afumigatus.A1160_CM044375:2932000-3002000	70000	23126.5	0.330379
MYB/SANT	IPR001005,IPR009057	A1160:HTR8	57763.5	Afumigatus.A1160_CM044375:2932000-3002000	70000	12236.5	0.174807
MYB/SANT	IPR001005,IPR009057	A1160:HTR8	65118	Afumigatus.A1160_CM044375:2932000-3002000	70000	4882	0.0697429
DUF3435	IPR021842	A1160:HTR9	2453	Afumigatus.A1160_CM044375:3090000-3183000	93000	2453	0.0263763
MYB/SANT	IPR001005,IPR009057	A1160:HTR9	90420	Afumigatus.A1160_CM044375:3090000-3183000	93000	2580	0.0277419
DUF3723	IPR022198	Af293:HTR1	289572	Afumigatus.Af293_CM000169:0-396000	396000	106428	0.268758
DUF3435	IPR021842	Af293:HTR1	326668	Afumigatus.Af293_CM000169:0-396000	396000	69332	0.175081
MYB/SANT	IPR001005	Af293:HTR14	6354	Afumigatus.Af293_CM000173:3838000-3948441	110441	6354	0.057533
DUF3723	IPR022198	Af293:HTR14	38215.5	Afumigatus.Af293_CM000173:3838000-3948441	110441	38215.5	0.346026
DUF3435	IPR021842	Af293:HTR14	55687.5	Afumigatus.Af293_CM000173:3838000-3948441	110441	54753.5	0.495771
DUF3435	IPR021842	Af293:HTR18	2214	Afumigatus.Af293_CM000174:2214000-2312000	98000	2214	0.0225918
DUF3723	IPR022198	Af293:HTR21	39935	Afumigatus.Af293_CM000175:1691000-2058334	367334	39935	0.108716
DUF3435	IPR013087,IPR021842	Af293:HTR21	168294	Afumigatus.Af293_CM000175:1691000-2058334	367334	168294	0.45815
DUF3435	IPR021842	Af293:HTR21	169108	Afumigatus.Af293_CM000175:1691000-2058334	367334	169108	0.460366
DUF3723	IPR022198	Af293:HTR21	184628	Afumigatus.Af293_CM000175:1691000-2058334	367334	182706	0.497384
DUF3435	IPR021842	Af293:HTR23	2277.5	Afumigatus.Af293_CM000176:1455000-1545000	90000	2277.5	0.0253056
DUF3723	IPR022198	Af293:HTR23	30637	Afumigatus.Af293_CM000176:1455000-1545000	90000	30637	0.340411
DUF3723	IPR022198	Af293:HTR3	29021	Afumigatus.Af293_CM000169:4343000-4401000	58000	28979	0.499638
DUF3435	IPR021842	Af293:HTR3	55604.5	Afumigatus.Af293_CM000169:4343000-4401000	58000	2395.5	0.0413017
DUF3435	IPR021842	Af293:HTR7	37748.5	Afumigatus.Af293_CM000171:603000-693000	90000	37748.5	0.419428
DUF3435	IPR013087,IPR021842	Afir964:HTR12	25409	Afumigatus.Afir964_CP084978:3554000-3587000	33000	7591	0.23003
MYB/SANT	IPR001005,IPR009057	Afir964:HTR18	27704.5	Afumigatus.Afir964_CP084980:2254000-2365000	111000	27704.5	0.24959
DUF3435	IPR013087,IPR021842	Afir964:HTR8	2117	Afumigatus.Afir964_CP084977:1931000-1991000	60000	2117	0.0352833
MYB/SANT	IPR001005,IPR009057	Afir964:HTR8	57686.5	Afumigatus.Afir964_CP084977:1931000-1991000	60000	2313.5	0.0385583
DUF3435	IPR021842	C6:HTR10	12791.5	Afumigatus.C6_CASBLW010000003:3338000-3529000	191000	12791.5	0.0669712
DUF3435	IPR013087,IPR021842	C6:HTR10	14124.5	Afumigatus.C6_CASBLW010000003:3338000-3529000	191000	14124.5	0.0739503
DUF3435	IPR013087,IPR021842	C6:HTR12	2557	Afumigatus.C6_CASBLW010000004:1911000-1973000	62000	2557	0.0412419
MYB/SANT	IPR001005,IPR009057	C6:HTR14	91218.5	Afumigatus.C6_CASBLW010000005:1429000-1556000	127000	35781.5	0.281744
DUF3435	IPR013087,IPR021842	C6:HTR19	24630	Afumigatus.C6_CASBLW010000006:3164000-3196000	32000	7370	0.230313
DUF3435	IPR013087,IPR021842	C6:HTR2	18920	Afumigatus.C6_CASBLW010000001:2696000-2768000	72000	18920	0.262778
DUF3723	IPR022198	C6:HTR2	31978	Afumigatus.C6_CASBLW010000001:2696000-2768000	72000	31978	0.444139
DUF3435	IPR021842	C6:HTR20	19180.5	Afumigatus.C6_CASBLW010000007:0-41000	41000	19180.5	0.467817
DUF3435	IPR021842	C87:HTR13	1303	Afumigatus.C87_CASBLV010000011:729000-783000	54000	1303	0.0241296
DUF3435	IPR021842	C87:HTR2	2503.5	Afumigatus.C87_CASBLV010000001:1704000-1774000	70000	2503.5	0.0357643
DUF3723	IPR022198	C87:HTR2	36600	Afumigatus.C87_CASBLV010000001:1704000-1774000	70000	33400	0.477143
DUF3723	IPR022198	C87:HTR2	39015	Afumigatus.C87_CASBLV010000001:1704000-1774000	70000	30985	0.442643
DUF3723	IPR022198	C87:HTR9	53674.5	Afumigatus.C87_CASBLV010000009:1785000-1869000	84000	30325.5	0.361018
DUF3435	IPR021842	C87:HTR9	81970.5	Afumigatus.C87_CASBLV010000009:1785000-1869000	84000	2029.5	0.0241607
MYB/SANT	IPR001005,IPR009057	E142:HTR1	11469.5	Afumigatus.E142_CASBLU010000001:0-146000	146000	11469.5	0.0785582
DUF3435	IPR011010,IPR021842	E142:HTR1	120321	Afumigatus.E142_CASBLU010000001:0-146000	146000	25679	0.175884
DUF3435	IPR021842	E142:HTR3	26697	Afumigatus.E142_CASBLU010000001:1139000-1215000	76000	26697	0.351276
DUF3723	IPR022198	E142:HTR7	53241	Afumigatus.E142_CASBLU010000004:275000-359000	84000	30759	0.366179
DUF3435	IPR021842	E142:HTR7	81597.5	Afumigatus.E142_CASBLU010000004:275000-359000	84000	2402.5	0.0286012
PLP	ENOG503NY7U	Af293:HTR23	56918	Afumigatus.Af293_CM000176:1455000-1545000	90000	33082	0.367578
PLP	ENOG503NY7U	A1160:HTR22	51585	Afumigatus.A1160_CM044379:1733000-1944132	211132	51585	0.244326
DUF6066	PF20255	A1160:HTR22	158002	Afumigatus.A1160_CM044379:1733000-1944132	211132	53130	0.251644
PLP	ENOG503NY7U	E142:HTR7	32887	Afumigatus.E142_CASBLU010000004:275000-359000	84000	32887	0.391512
PLP	ENOG503NY7U	C87:HTR9	33342.5	Afumigatus.C87_CASBLV010000009:1785000-1869000	84000	33342.5	0.396935
PLP	ENOG503NY7U	A1160:HTR4	14146	Afumigatus.A1160_CM044374:2952000-3033000	81000	14146	0.174642
PLP	ENOG503NY7U	A1160:HTR13	85959	Afumigatus.A1160_CM044377:176000-295000	119000	33041	0.277655
DUF6066	PF20255	A1160:HTR17	286594	Afumigatus.A1160_CM044377:3556000-3848584	292584	5990	0.0204728
PLP	ENOG503NY7U	Af293:HTR1	227592	Afumigatus.Af293_CM000169:0-396000	396000	168408	0.425273
DUF3435	starfish	Af293:HTR1	392176	Afumigatus.Af293_CM000169:0-396000	396000	3824	0.00965657
DUF3435	starfish	Af293:HTR7	82841.5	Afumigatus.Af293_CM000171:603000-693000	90000	7158.5	0.0795389
DUF3435	starfish	Af293:HTR8	26431	Afumigatus.Af293_CM000171:1012000-1090000	78000	26431	0.338859
DUF3435	starfish	Af293:HTR8	76393.5	Afumigatus.Af293_CM000171:1012000-1090000	78000	1606.5	0.0205962
DUF3435	starfish	Afir964:HTR3	15874.5	Afumigatus.Afir964_CP084975:4612000-4668212	56212	15874.5	0.282404
DUF3435	starfish	Afir964:HTR15	2115	Afumigatus.Afir964_CP084979:3349000-3409000	60000	2115	0.03525
DUF3435	starfish	C6:HTR4	48437.5	Afumigatus.C6_CASBLW010000002:0-64000	64000	15562.5	0.243164
DUF3435	starfish	C6:HTR10	134588	Afumigatus.C6_CASBLW010000003:3338000-3529000	191000	56412	0.295351
DUF3435	starfish	C87:HTR5	16352.5	Afumigatus.C87_CASBLV010000005:2505000-2553088	48088	16352.5	0.340054
DUF3435	starfish	C87:HTR13	46155.5	Afumigatus.C87_CASBLV010000011:729000-783000	54000	7844.5	0.145269
DUF3723	IPR022198	C2-2:HTR38	33951.5	Atubingensis.C2-2_JAAFZZ010000006:1545000-1648000	103000	33951.5	0.329626
DUF3435	IPR011010,IPR013087,IPR021842	H915-1:HTR2	51707	Aniger.H915-1_LLBX01000001:549000-769000	220000	51707	0.235032
DUF3435	IPR021842	H915-1:HTR2	57342	Aniger.H915-1_LLBX01000001:549000-769000	220000	57342	0.260645
DUF3723	IPR022198	H915-1:HTR2	164356	Aniger.H915-1_LLBX01000001:549000-769000	220000	55644	0.252927
DUF3435	IPR021842	H915-1:HTR2	202426	Aniger.H915-1_LLBX01000001:549000-769000	220000	17574	0.0798818
DUF3435	IPR021842	H915-1:HTR36	52119	Aniger.H915-1_LLBX01000005:4689000-4746000	57000	4881	0.0856316
DUF3723	IPR022198	H915-1:HTR64	51602	Aniger.H915-1_LLBX01000009:3160000-3274000	114000	51602	0.452649
DUF3435	IPR013087,IPR021842	H915-1:HTR64	105789	Aniger.H915-1_LLBX01000009:3160000-3274000	114000	8211	0.0720263
DUF3435	IPR011010,IPR013087,IPR013762,IPR021842	IFM58123:HTR14	100287	Aawamori.IFM58123_BDHI01000002:3470000-3602427	132427	32140	0.2427
DUF3723	IPR022198	IFM58123:HTR20	40977	Aawamori.IFM58123_BDHI01000007:1072000-1192000	120000	40977	0.341475
DUF3435	IPR013087,IPR021842	IFM58123:HTR20	72043.5	Aawamori.IFM58123_BDHI01000007:1072000-1192000	120000	47956.5	0.399637
DUF3723	IPR022198	IFM58123:HTR32	92433	Aawamori.IFM58123_BDHI01000008:1190000-1294970	104970	12537	0.119434
DUF3435	IPR021842	IFM58123:HTR35	77337.5	Aawamori.IFM58123_BDHI01000014:0-226000	226000	77337.5	0.342201
MYB/SANT	IPR001005	IFM58123:HTR45	37579.5	Aawamori.IFM58123_BDHI01000017:0-472865	472865	37579.5	0.0794719
DUF3435	IPR021842	IFM58123:HTR45	197390	Aawamori.IFM58123_BDHI01000017:0-472865	472865	197390	0.417434
MYB/SANT	IPR001005	IFM58123:HTR45	333822	Aawamori.IFM58123_BDHI01000017:0-472865	472865	139043	0.294044
MYB/SANT	IPR001005	IFM58123:HTR52	314524	Aawamori.IFM58123_BDHI01000021:3182000-3722754	540754	226230	0.41836
DUF3435	IPR011010,IPR013087,IPR013762,IPR021842	IFM58123:HTR55	56204.5	Aawamori.IFM58123_BDHI01000022:591000-1036994	445994	56204.5	0.126021
DUF3723	IPR022198	IFM58123:HTR55	109946	Aawamori.IFM58123_BDHI01000022:591000-1036994	445994	109946	0.246519
DUF3723	IPR022198	IFM58123:HTR55	240882	Aawamori.IFM58123_BDHI01000022:591000-1036994	445994	205112	0.459899
DUF3723	IPR022198	IFM58123:HTR55	326446	Aawamori.IFM58123_BDHI01000022:591000-1036994	445994	119548	0.268048
DUF3435	IPR021842	IFM58123:HTR55	394327	Aawamori.IFM58123_BDHI01000022:591000-1036994	445994	51667	0.115847
DUF3723	IPR022198	IFM58123:HTR56	47954	Aawamori.IFM58123_BDHI01000024:0-62700	62700	14746	0.235183
DUF3435	IPR021842	IFM58123:HTR58	51689	Aawamori.IFM58123_BDHI01000028:378000-438000	60000	8311	0.138517
DUF3723	IPR022198	IFM58123:HTR66	50908.5	Aawamori.IFM58123_BDHI01000029:632000-922000	290000	50908.5	0.175547
DUF3435	IPR021842	IFM58123:HTR66	199858	Aawamori.IFM58123_BDHI01000029:632000-922000	290000	90142	0.310834
DUF3435	IPR013087,IPR021842	IFM58123:HTR71	67148.5	Aawamori.IFM58123_BDHI01000029:2935000-3037249	102249	35100.5	0.343285
DUF3435	IPR011010,IPR021842	IFO4308:HTR12	186290	Aluchuensis.IFO4308_AP024427:0-277000	277000	90710	0.327473
DUF3435	IPR021842	IFO4308:HTR12	201388	Aluchuensis.IFO4308_AP024427:0-277000	277000	75612	0.272968
DUF3723	IPR022198	IFO4308:HTR15	105129	Aluchuensis.IFO4308_AP024427:4321000-4655000	334000	105129	0.314757
DUF3435	IPR013087,IPR021842	IFO4308:HTR15	213750	Aluchuensis.IFO4308_AP024427:4321000-4655000	334000	120250	0.36003
DUF3435	IPR021842	IFO4308:HTR15	219380	Aluchuensis.IFO4308_AP024427:4321000-4655000	334000	114620	0.343174
DUF3723	IPR022198	IFO4308:HTR15	277700	Aluchuensis.IFO4308_AP024427:4321000-4655000	334000	56300	0.168563
DUF3435	IPR011010,IPR013087,IPR013762,IPR021842	IFO4308:HTR15	330290	Aluchuensis.IFO4308_AP024427:4321000-4655000	334000	3710	0.0111078
DUF3723	IPR022198	IFO4308:HTR23	49522.5	Aluchuensis.IFO4308_AP024429:215000-1639000	1424000	49522.5	0.034777
DUF3723	IPR022198	IFO4308:HTR23	396048	Aluchuensis.IFO4308_AP024429:215000-1639000	1424000	396048	0.278124
DUF3723	IPR022198	IFO4308:HTR23	548524	Aluchuensis.IFO4308_AP024429:215000-1639000	1424000	548524	0.385199
MYB/SANT	IPR001005	IFO4308:HTR23	657681	Aluchuensis.IFO4308_AP024429:215000-1639000	1424000	657681	0.461855
DUF3435	IPR021842	IFO4308:HTR23	661404	Aluchuensis.IFO4308_AP024429:215000-1639000	1424000	661404	0.464469
DUF3723	IPR022198	IFO4308:HTR23	1024642	Aluchuensis.IFO4308_AP024429:215000-1639000	1424000	399358	0.280448
DUF3723	IPR022198	IFO4308:HTR23	1.14835e+06	Aluchuensis.IFO4308_AP024429:215000-1639000	1424000	275650	0.193574
DUF3435	IPR021842	IFO4308:HTR23	1405497	Aluchuensis.IFO4308_AP024429:215000-1639000	1424000	18503	0.0129937
DUF3435	IPR021842	IFO4308:HTR30	11598.5	Aluchuensis.IFO4308_AP024429:5474000-5539000	65000	11598.5	0.178438
DUF3723	IPR022198	IFO4308:HTR30	17672.5	Aluchuensis.IFO4308_AP024429:5474000-5539000	65000	17672.5	0.271885
DUF3435	IPR013087,IPR021842	JA-B-2022:HTR25	8580	Aniger.JA-B-2022_JAPVOS010000004:852000-967000	115000	8580	0.0746087
DUF3723	IPR022198	JA-B-2022:HTR25	62759	Aniger.JA-B-2022_JAPVOS010000004:852000-967000	115000	52241	0.45427
DUF3435	IPR021842	JA-B-2022:HTR40	17399.5	Aniger.JA-B-2022_JAPVOS010000005:3607000-3747753	140753	17399.5	0.123617
DUF3723	IPR022198	JA-B-2022:HTR40	60530.5	Aniger.JA-B-2022_JAPVOS010000005:3607000-3747753	140753	60530.5	0.430048
